grid_id,ward_id,ward_gid,lon,lat,LST_C,NDVI,NDVI_prev,ndvi_delta,change_class,pop_density_km2,child_pct,slum_pct,hospital_dist_m,impervious_pct,worldcover_class,dist_to_water_m,HVI,contrib_LST_C,contrib_NDVI,contrib_pop_density_km2,contrib_child_pct,contrib_slum_pct,contrib_hospital_dist_m,contrib_impervious_pct,plantable,nbs_fired
cell_0010,R/C,11,72.790374,19.24147,31.148970488162757,0.4663377546256984,0.4793587948897806,-0.01302104026408224,stable,9756.70592438488,7.9836,0.0,3905.377280308399,1.104444643443479,10,96.95158935066479,26.938662491736782,-0.08783986170637309,-0.09138083689799643,-0.21832402693705705,-0.028736928661513183,-0.0684871123896427,0.3730483191428259,-0.22557315807236517,True,False
cell_0011,R/C,11,72.876064,19.233453,30.081865779379594,0.5958891398828982,0.6218912877324525,-0.026002147849554347,stable,12044.481860966138,7.9836,1.5063035556197235,1032.2368659693934,3.751782693774669,10,660.0163780569027,7.845941345378515,-0.16366745037103828,-0.2189398927918244,-0.20500953323640358,-0.028736928661513183,-0.05180621321595832,-0.016428525398983332,-0.20969230579492856,True,False
cell_0012,R/C,11,72.876181,19.224421,31.46585481309169,0.5534601255759434,0.5551156929225879,-0.0016555673466445153,stable,11992.864809758717,7.9836,0.3189965014653052,764.8926216638171,0.889614201984218,10,773.0790590769434,10.40319448686007,-0.06532232050613668,-0.17716338074020904,-0.20530993630130095,-0.028736928661513183,-0.06495452531059832,-0.052669146344237514,-0.22686188298797777,True,False
cell_0013,R/C,11,72.895081,19.233672,28.208811986219274,0.6833280566915674,0.6798425017789442,0.0034855549126231455,stable,3554.6367124911308,7.9836,0.0,2980.9304988750264,0.0,10,2406.5928373854076,6.323104232038906,-0.2967651224228371,-0.3050341144348381,-0.2544190877043172,-0.028736928661513183,-0.0684871123896427,0.24773226651184627,-0.23219850092532565,True,False
cell_0014,R/C,11,72.895196,19.224641,27.760940701564444,0.6930126831230806,0.710155044646899,-0.017142361523818428,stable,3484.8691017894416,7.9836,0.0,2620.45808447175,0.0,10,2470.680403366688,3.159573458226001,-0.32859048995049794,-0.3145698040906118,-0.25482512415148145,-0.028736928661513183,-0.0684871123896427,0.19886738757816044,-0.23219850092532565,True,False
cell_0015,R/C,11,72.895311,19.21561,28.01830983921229,0.6926376894929818,0.7120952550390584,-0.019457565546076583,stable,4097.6751037082695,7.9836,0.0,2095.0859082694396,0.0,10,1995.558402405307,1.4494177061466695,-0.3103020493280266,-0.3142005773677432,-0.25125869025303615,-0.028736928661513183,-0.0684871123896427,0.1276490453154088,-0.23219850092532565,True,False
cell_0016,M/E,16,72.907208,19.026057,34.057653184000344,0.4452695715459922,0.4103852679778701,0.03488430356812211,stable,43685.10021765253,13.0913,16.827537616076356,1558.0974090690943,38.278972151932415,10,918.717127355392,48.308504443970854,0.11884875394738825,-0.07063665467477868,-0.020866144428660364,0.06743739057656303,0.11786208480100316,0.054856018848615615,-0.0025705914859180234,True,False
cell_0017,M/E,16,72.907321,19.017025,34.95138960132198,0.33528062936824204,0.32333058876127097,0.01195004060697108,stable,63448.821266975676,13.0913,1.2197538571736823,2347.952720847264,47.76290402388363,50,421.72993315990544,58.01038550709055,0.18235693348168672,0.03766080270169449,0.09415558265791571,0.06743739057656303,-0.05497948238218659,0.16192713620182786,0.054321621825822786,False,False
cell_0018,R/S,22,72.876413,19.206359,35.027376721099735,0.32889118687421487,0.2959346347156792,0.03295655215853566,stable,65909.24097837084,9.5071,23.404932494054954,108.54514050344453,67.15055814493527,50,399.37611952475294,58.601521779753,0.1877565161232916,0.04395198400097525,0.10847483579128347,-5.051885686352819e-05,0.1907005643861684,-0.14164222423821063,0.1706242870876083,False,False
cell_0019,P/S,20,72.877107,19.152171,29.870809590740873,0.6296410794418128,0.6017083433447191,0.02793273609709368,stable,14329.973303538922,9.53,1.2183711057712634,554.2601240747892,2.6007206896322934,10,772.6098167877431,5.029135540882507,-0.17866493067967495,-0.25217277205570265,-0.19170833492914885,0.0003806716810599868,-0.05499479505713844,-0.08122204271836343,-0.2165972968850043,True,False
cell_0020,M/W,17,72.887987,19.043904,34.84276889771766,0.31131290375442966,0.3122132714856997,-0.0009003677312700575,stable,72440.92847528444,10.032,6.260689785290337,606.805043102576,55.82507187962736,50,335.53871805565706,53.77880674068351,0.1746384350385801,0.061259936320764125,0.14648822278505133,0.009832970809339705,0.000844155319658818,-0.07409916450555062,0.1026849567376398,False,False
cell_0021,M/W,17,72.888101,19.034872,34.3655161872987,0.35814044945938617,0.3065699019544225,0.05157054750496365,gained,68534.52645231159,10.032,0.07226619709971006,843.2180350642094,48.02992220624816,50,323.5548090063399,47.286427993967926,0.14072524740396433,0.015152536480225812,0.1237535815575473,0.009832970809339705,-0.06768683203248062,-0.042051518780206416,0.05592341057697614,False,False
cell_0022,T,13,72.943296,19.180023,31.766410927785124,0.38946577785807046,0.39795122833711144,-0.008485450479040979,stable,73538.34743069267,8.1423,1.6216115328435163,86.46394374963394,47.21847164396968,10,274.4871422970905,36.38592993025732,-0.04396504858329784,-0.015691049701174898,0.15287502733838332,-0.025748721745859807,-0.05052928551117026,-0.14463550461965677,0.05105568070455758,True,False
cell_0023,T,13,72.943408,19.170991,32.43023909916927,0.39164572665196357,0.3620120150418083,0.029633711610155267,stable,74645.81978737698,8.1423,3.2633347591718107,316.0345467131345,47.95191835542994,10,242.93892287207112,40.056928998699846,0.0032060388549100503,-0.01783747375904069,0.15932034109526988,-0.025748721745859807,-0.03234874048934617,-0.11351539869112182,0.05545548105367238,True,False
cell_0024,R/C,11,72.799762,19.250616,29.652297653475053,0.5826259324808375,0.5604663146759992,0.022159617804838327,stable,5533.565536256992,7.9836,0.0,3999.435508671027,0.0,10,259.5175213426649,18.585657548299654,-0.19419221039358972,-0.20588065601892497,-0.24290203529688348,-0.028736928661513183,-0.0684871123896427,0.38579865386473583,-0.23219850092532565,True,False
cell_0025,R/C,11,72.799882,19.241585,30.68154501717642,0.5211791552985133,0.5334643081076286,-0.01228515280911524,stable,8667.672172526425,7.9836,0.0,3327.272998333461,0.41760647472469237,95,71.17795094441787,20.7940246891122,-0.12105473373683817,-0.14537884919119687,-0.2246620309334565,-0.028736928661513183,-0.0684871123896427,0.2946817240275966,-0.22969336308153032,False,False
cell_0026,R/C,11,72.800003,19.232554,30.37298024038546,0.5230520103729002,0.5346360255892134,-0.011584015216313248,stable,11204.680948163417,7.9836,0.0,2495.165697017956,1.569890475842991,95,10.511334953339546,16.78369843520669,-0.14298109464437264,-0.14722290222575501,-0.20989704157344116,-0.028736928661513183,-0.0684871123896427,0.18188301623763195,-0.22278104147563496,False,False
cell_0027,P/N,21,72.800363,19.205462,27.43327089349163,0.10061325793347828,-0.0882209498039774,0.18883420773745568,gained,1985.3156398538597,10.6313,0.0,1885.571044948905,0.0,80,0.2757251747282981,20.66498929041712,-0.35187443877001706,0.2687192996052708,-0.2635522878581556,0.021117358991766047,-0.0684871123896427,0.09924765308151638,-0.23219850092532565,False,False
cell_0028,L,24,72.878145,19.070889,36.28432818481307,0.20697179121794987,0.19796863736831835,0.009003153849631518,stable,89101.64560647673,11.4873,33.80417637383427,3.85787767851738,88.10953647176773,50,384.6620402659464,79.83520524097226,0.2770744600676952,0.16399642022358943,0.24345095840291067,0.037235223640784826,0.3058624372994833,-0.15583340841608243,0.2963530124586585,False,True
cell_0029,L,24,72.87826,19.061858,35.082693034739734,0.26589360897276454,0.24405453643277905,0.021839072539985488,stable,83881.45898604002,11.4873,23.235196868568472,362.6273631670914,75.91311391598235,50,257.1446023857761,68.82766478565372,0.19168724817106086,0.1059807422790369,0.2130702988450067,0.037235223640784826,0.1888209015224919,-0.10719937492832993,0.22318910923239987,False,True
cell_0030,M/E,16,72.907094,19.035089,32.41900287031489,0.4519190853460549,0.3853623507146224,0.06655673463143252,gained,62433.67868068911,13.0913,19.95969218713695,1158.6427805668475,38.41931724227242,10,487.19230499910844,47.174213411349726,0.0024076016137479523,-0.07718390772656987,0.08824761354509456,0.06743739057656303,0.15254775914687624,0.000706793328613275,-0.0017286893165769015,True,False
cell_0031,P/S,20,72.867488,19.161092,30.26095918500385,0.6538367716259086,0.6333236616152441,0.02051311001066447,stable,23343.758281988066,9.53,2.043979055317474,1185.2627353115797,5.069999104064565,10,466.8592574689795,10.818233892142873,-0.15094121930631385,-0.2759963664200046,-0.13924953361229037,0.0003806716810599868,-0.04585196132220337,0.004315338154366006,-0.20178458880393546,True,False
cell_0032,P/S,20,72.867604,19.152061,30.39272928431305,0.6245027209298767,0.5864706694375261,0.03803205149235056,stable,15929.773135127127,9.53,1.7388197868503583,1022.1636628234222,3.315690796568834,10,964.6016313192433,9.390111263240614,-0.14157774372001086,-0.24711343471766242,-0.18239775322427343,0.0003806716810599868,-0.04923131402320724,-0.017794027535997434,-0.21230833399655794,True,False
cell_0033,R/N,15,72.866323,19.251404,34.49354672470379,0.28650821420433364,0.25804937585604704,0.028458838348286608,stable,93709.65490667049,9.4395,30.583637396275343,212.35677990388572,75.68187848235607,50,388.54397918704325,69.38955873099097,0.14982299277699296,0.08568316247514372,0.27026884289017644,-0.0013233782613888201,0.27019798854401395,-0.12756973772185015,0.2218019740449354,False,True
cell_0034,K/E,19,72.877454,19.125077,32.55041313695328,0.38942430207643064,0.3860233098677544,0.0034009922086762345,stable,63689.197926905515,8.9919,1.7890770923755925,463.2777050256504,51.11198876893,50,262.17745142256,39.55250868175174,0.011745507784485916,-0.015650211762329776,0.09555453675706696,-0.00975136449608605,-0.04867476149893031,-0.09355542722793724,0.07441211238257055,False,False
cell_0035,K/E,19,72.877569,19.116046,34.526312477720346,0.305250884484079,0.2934822613756989,0.011768623108380116,stable,70282.0704134512,8.9919,20.16685037746361,453.6064711906263,71.45796960986729,50,490.7088150750748,60.003882490359054,0.1521513004131391,0.06722872973351653,0.1339240107023605,-0.00975136449608605,0.1548418418189577,-0.09486643925439184,0.19646358825436502,False,True
cell_0036,S,12,72.905959,19.125404,27.90911366942307,0.2644137763636814,0.0567730331013558,0.20764074326232562,gained,12746.261953348092,10.1062,2.74170808323356,1054.9429865083525,7.468595987587752,80,36.43366978498749,16.74993171935344,-0.3180614399280134,0.10743781701521811,-0.2009252842197684,0.011230103469336415,-0.03812526671154595,-0.01335053166948637,-0.18739588511133895,False,False
cell_0037,N,10,72.906414,19.089278,34.207324717960084,0.3097925003309293,0.2761330061837158,0.03365949414721353,stable,64352.36838867724,9.8054,7.757054368867624,72.28859582833492,69.91178052002374,50,888.3270050545001,51.461737185537245,0.1294842908525251,0.06275695794576965,0.09941408383706375,0.005566255704821425,0.017414989699357,-0.1465570848358955,0.18718830868600098,False,False
cell_0038,N,10,72.906528,19.080247,32.35419269087473,0.27764317553332357,0.2767510202684274,0.0008921552648961661,stable,72005.50787000595,9.8054,1.6535580803396406,83.13826584653079,74.6937718675103,50,484.8684297146921,48.21832115496107,-0.00219775678025205,0.0944118685487322,0.1439541438075539,0.005566255704821425,-0.05017550745910232,-0.14508632649010858,0.21587451979225303,False,True
cell_0039,S,12,72.943968,19.125833,33.673163223730555,0.43293653790479897,0.41379632731154453,0.019140210593254436,stable,35481.27041146432,10.1062,0.31676878302016304,984.997336382325,12.159215735728958,95,34.68333278979428,29.587177645295792,0.09152721154104189,-0.058493286817660375,-0.0686111348926102,0.011230103469336415,-0.0649791952030859,-0.022832216227801964,-0.1592577939821995,False,False
cell_0040,P/N,21,72.800843,19.169339,32.45701022659061,0.3892399392582464,0.36410846191065105,0.025131477347595355,stable,10938.795969078774,10.6313,0.0,2625.0096017036967,0.1164743126024544,40,56.39116874671279,28.547922447985354,0.0051083732945262205,-0.01546868420102414,-0.21144445005104365,0.021117358991766047,-0.0684871123896427,0.19948438163822418,-0.23149979478451974,True,False
cell_0041,P/N,21,72.800963,19.160308,30.981557555760094,0.5287526812646516,0.5400069580985783,-0.011254276833926768,stable,10016.634506657576,10.6313,0.0,2650.696027428836,1.41967299070476,95,29.98434924750302,20.30055107665429,-0.0997360878881976,-0.1528359043211751,-0.21681128374575429,0.021117358991766047,-0.0684871123896427,0.20296637924232883,-0.22368216616980457,False,False
cell_0042,D,4,72.812956,18.97077,32.077376356565345,0.2646721710492982,0.24992295181547763,0.014749219233820554,stable,82141.14762075353,6.7528,1.0753805492181943,179.2634615581259,68.99677772979445,50,253.56472276424455,47.06865997468254,-0.021868099307002106,0.10718339609891665,0.20294196226283742,-0.05191200787881729,-0.05657828136556014,-0.13205579804121306,0.18169938967799748,False,True
cell_0043,D,4,72.813074,18.961739,33.58001079180938,0.200091140395731,0.20023705150934343,-0.0001459111136124236,stable,88856.01248308885,6.7528,0.0,331.41334080699613,85.07006039345443,50,463.74591772617157,58.04914984817393,0.08490787584446643,0.17077125571511922,0.24202141251875084,-0.05191200787881729,-0.0684871123896427,-0.11143068185422698,0.27811980246326057,False,True
cell_0044,R/C,11,72.866673,19.224311,32.66238949032458,0.36950983690660866,0.35334660814866314,0.016163228757945514,stable,58494.310659934614,7.9836,18.447457027818196,573.6016836714889,60.54922929444035,50,408.99652382960437,47.733930864119635,0.019702455958100683,0.003957995210137451,0.06532111543039226,-0.028736928661513183,0.13580117302525055,-0.07860014176195891,0.13102423363150542,False,False
cell_0045,R/S,22,72.866906,19.206248,34.247434063723084,0.34085739868138126,0.3066092687012112,0.03424812998017007,stable,63021.01085812595,9.5071,7.166745837039376,198.92606182133056,55.234768416233834,50,336.1491560140899,47.324874261602716,0.13233442818871372,0.03216979674209456,0.09166579381862244,-5.051885686352819e-05,0.010877876337275447,-0.1293903774903133,0.09914384414726284,False,False
cell_0046,P/S,20,72.867372,19.170124,31.822227944090635,0.46478738625010985,0.4285857251867265,0.03620166106338335,stable,48751.59182427991,9.53,1.4094299376679267,603.0725378226443,40.270654041895334,10,319.0075356280789,30.720095206071846,-0.039998737013246244,-0.08985431114232738,0.008620034485197593,0.0003806716810599868,-0.052878997680693325,-0.0746051350357093,0.009377110423246888,True,False
cell_0047,T,13,72.905275,19.179593,29.111713308849023,0.6523866643075932,0.6584827640970533,-0.00609609978946013,stable,4557.09369963068,8.1423,0.0,2927.5007750606937,0.0,10,1093.5339530378596,9.6811458398511,-0.23260569220607574,-0.2745685598388413,-0.24858494676987286,-0.025748721745859807,-0.0684871123896427,0.2404894460314786,-0.23219850092532565,True,False
cell_0048,K/E,19,72.867836,19.133999,33.16874109699057,0.3498128603528889,0.3033638437583765,0.04644901659451239,stable,73861.27611094288,8.9919,18.531899566738954,247.04308406388165,63.08413230984699,50,496.76951345669914,52.46944694349115,0.05568338738304426,0.02335205825444385,0.1547544211243749,-0.00975136449608605,0.13673629494835293,-0.12286773561097851,0.14623061058826214,False,False
cell_0049,K/E,19,72.867952,19.124967,33.93170252983399,0.316091866809388,0.2980704359380287,0.018021430871359323,stable,73926.18029148546,8.9919,12.444772775702797,412.5587925047332,76.1227368525864,50,763.5897067388945,56.69435213703869,0.10989880337781169,0.05655446741179242,0.15513215317809675,-0.00975136449608605,0.06932707462228659,-0.10043077585644604,0.2244465953663505,False,False
cell_0050,K/E,19,72.868068,19.115936,33.490689388187654,0.29951883648445415,0.282082828771328,0.017436007713126145,stable,52387.16090529258,8.9919,3.745538523015916,358.77934822473384,73.55712583515614,50,492.914266673689,47.640273728186386,0.07856076988848011,0.07287262639829276,0.029778470874632184,-0.00975136449608605,-0.02700878604533947,-0.1077210037042921,0.20905600723799395,False,True
cell_0051,K/E,19,72.868184,19.106905,34.45060172998966,0.293187513287811,0.28160085284689834,0.011586660440912666,stable,50597.4808304805,8.9919,13.992975857423001,87.19937412469287,72.01467146864064,50,552.1142483278539,52.228286999155706,0.14677135654337262,0.07910658219829537,0.019362816220147575,-0.00975136449608605,0.08647197175156214,-0.14453581123174275,0.19980313152903215,False,False
cell_0052,K/E,19,72.868299,19.097874,38.5938182689653,0.20959496262281418,0.19228008447274775,0.017314878150066437,stable,79119.36005003672,8.9919,11.144716068614564,1023.6545718256425,82.65409765326788,50,377.36869505412756,76.72964637498352,0.4411849383411105,0.1614135897336809,0.1853556370761388,-0.00975136449608605,0.05493016586501499,-0.017591923061469922,0.2636269244645881,False,True
cell_0053,K/E,19,72.868415,19.088842,39.954944625730526,0.17755112657958194,0.16339302408753595,0.014158102492045993,stable,90419.17008273969,8.9919,0.0,1327.5874823990584,74.39936800037185,50,139.41962203288844,78.90422281617026,0.5379054650634797,0.19296463386012078,0.2511187422357427,-0.00975136449608605,-0.0684871123896427,0.02360858018291302,0.21410844978719756,False,True
cell_0054,A,1,72.823152,18.916695,30.055283772832535,0.12754901242558528,0.09379758180113099,0.03375143062445429,stable,49064.49948899068,9.882,4.678269608766177,736.3920577082667,52.606830364115524,50,117.3251310705586,42.70018685967641,-0.16555634603586045,0.24219778147576743,0.010441107547493868,0.007008578639535006,-0.01667966404365897,-0.05653262258148348,0.08337936858482971,False,False
cell_0055,R/C,11,72.80939,19.241699,29.374829808008574,0.6160023189768696,0.6767755031659274,-0.06077318418905775,lost,7541.623834050883,7.9836,0.0,2586.5130628773136,0.0,95,0.25415933911764677,10.472774263797831,-0.2139088487708067,-0.23874375773048895,-0.23121545396301602,-0.028736928661513183,-0.0684871123896427,0.19426587216578325,-0.23219850092532565,False,False
cell_0056,R/C,11,72.80951,19.232668,30.263345322139553,0.5417758756187232,0.4475891371770562,0.09418673844166703,gained,16040.739478961259,7.9836,0.0,2011.125495703584,3.9277800628922552,95,43.26566198999626,15.054061823870537,-0.15077166235118614,-0.16565881913006852,-0.18175194667375436,-0.028736928661513183,-0.0684871123896427,0.11626754916945693,-0.20863653272513713,False,False
cell_0057,P/N,21,72.809989,19.196545,34.38816004234072,0.36415158102286654,0.3932610837223468,-0.02910950269948026,stable,41749.39031130538,10.6313,4.786842096438833,1222.1180279234702,38.46363117593201,10,327.5994712852507,43.70080890835402,0.14233430124073967,0.009233848188557901,-0.03213166958007249,0.021117358991766047,-0.015477325568690328,0.009311363757398189,-0.001462858878264727,True,False
cell_0058,P/N,21,72.810108,19.187514,33.120347309133486,0.43019389122328117,0.4278008599980456,0.0023930312252355423,stable,24967.900759418182,10.6313,14.00026709046242,826.8507212407687,23.699061433164044,10,502.46122457308684,33.47694952654487,0.05224456436094668,-0.05579281842320676,-0.1297972815630701,0.021117358991766047,0.0865527153193036,-0.044270237263217195,-0.09003256420753875,True,False
cell_0059,P/N,21,72.810228,19.178483,34.53537104883337,0.3685087630028896,0.368619859867571,-0.00011109686468141478,stable,23154.940032350383,10.6313,20.220481373750594,1214.8566292185467,36.000942250651995,50,268.4454192262041,45.554602643795484,0.1527949950745854,0.004943673918125298,-0.14034842592738578,0.021117358991766047,0.1554357548043648,0.008327023889969804,-0.01623603792986272,False,False
cell_0060,P/N,21,72.810347,19.169452,30.77844160106791,0.5799565189451813,0.48776054857269996,0.09219597037248134,gained,16455.668670316994,10.6313,1.8890364392814405,1998.0290554477738,3.5098197310399084,95,19.361799509786625,17.424639893558012,-0.11416934166063442,-0.20325229454118007,-0.17933712448064273,0.021117358991766047,-0.04756780548001698,0.11449222339696531,-0.21114379328717417,False,False
cell_0061,S,12,72.943744,19.143896,32.077061741187705,0.48105909963914206,0.4804098675203706,0.0006492321187714367,stable,46988.74423130684,10.1062,1.1296034652037146,657.8140284603271,17.75831804169721,10,155.89174922946808,26.250533671046718,-0.02189045561866196,-0.10587578704981528,-0.001639459373683814,0.011230103469336415,-0.055977813424630735,-0.06718449421611167,-0.12566989741711498,True,False
cell_0062,S,12,72.943856,19.134865,32.71285350731464,0.4427678589543374,0.4385050925200978,0.004262766434239618,stable,38708.59360914598,10.1062,13.39532860791898,905.1919464493786,22.151980646510143,10,129.99363358965164,34.293196135962475,0.023288387770783466,-0.06817341512179632,-0.04982862490182944,0.011230103469336415,0.07985358897392554,-0.03365046628386942,-0.09931319288699181,True,False
cell_0063,T,13,72.905389,19.170561,29.881488765732698,0.6076701639047228,0.6192097288360023,-0.0115395649312795,stable,4793.136474223182,8.1423,0.0,2813.14666237678,0.0,10,686.4734091602523,12.634148857804714,-0.17790607723081192,-0.23053974020914836,-0.24721121519715025,-0.025748721745859807,-0.0684871123896427,0.22498784410968195,-0.23219850092532565,True,False
cell_0064,T,13,72.905503,19.16153,27.974914750042686,0.4017458180381552,0.4028593416753503,-0.0011135236371951351,stable,3198.1313181240166,8.1423,0.0,2823.3876294371175,0.0,10,180.0047993423522,14.706943348164966,-0.3133856689058761,-0.027782239066692128,-0.2564938926498764,-0.025748721745859807,-0.0684871123896427,0.22637608796849606,-0.23219850092532565,True,False
cell_0065,T,13,72.905617,19.152499,26.759793342165494,0.08128745592872176,0.04278955884384149,0.03849789708488027,stable,861.7818025259726,8.1423,0.0,2310.921731746642,0.0,80,7.786314010288699,19.807248961022296,-0.3997312032623021,0.2877478962754155,-0.27009107688918615,-0.025748721745859807,-0.0684871123896427,0.15690729355397365,-0.23219850092532565,False,False
cell_0066,S,12,72.905845,19.134436,29.312881375383668,0.5046273467909955,0.4699938247891374,0.0346335220018581,stable,24293.378842249436,10.1062,1.4770822192208417,973.3421599865117,12.209246371905797,10,135.4237605145109,14.439400609517472,-0.21831085377447554,-0.1290815856585627,-0.1337228923160692,0.011230103469336415,-0.05212981211099613,-0.02441216731636158,-0.15895767018714008,True,False
cell_0067,R/N,15,72.856697,19.260324,32.04306779681158,0.4152306748929358,0.40339611336533204,0.01183456152760376,stable,64989.21975536674,9.4395,6.100105501309628,590.0146763056143,36.26351396166342,10,108.66935719971524,37.12242731601783,-0.02430603752925246,-0.041059716616193176,0.10312045795109129,-0.0013233782613888201,-0.0009341650195363204,-0.0763752311558764,-0.01466092267237433,True,False
cell_0068,R/N,15,72.856814,19.251293,32.223849975856176,0.3600664792685173,0.3524644888275655,0.0076019904409518335,stable,91955.38771591162,9.4395,9.599601025011143,563.7090110096594,60.948195807906735,50,223.94636730411543,51.34167281709956,-0.011459803605191304,0.013256126468180146,0.2600592856135466,-0.0013233782613888201,0.03781946586172934,-0.07994117156794586,0.13341755407020456,False,False
cell_0069,M/E,16,72.916816,19.017133,30.744979981950685,0.5628880335153251,0.5522907639418343,0.01059726957349083,stable,22596.668084418863,13.0913,0.0,2971.2960469275363,3.737048352816158,10,513.2746547505808,24.715148180906983,-0.11654709697329536,-0.18644629989552258,-0.14359748026663785,0.06743739057656303,-0.0684871123896427,0.24642624056035742,-0.2097806941638179,True,False
cell_0070,R/C,11,72.904703,19.22475,28.597747276411265,0.6488033318713506,0.6424265586190342,0.006376773252316448,stable,2716.9689566186903,7.9836,0.0,3453.483979940642,0.0,10,2851.803499412988,10.54016204522264,-0.26912769850454066,-0.2710403343272934,-0.2592941814057882,-0.028736928661513183,-0.0684871123896427,0.31179061805086283,-0.23219850092532565,True,False
cell_0071,K/W,14,72.820207,19.142472,32.211854452821974,0.4225036997827967,0.3904931241387103,0.032010575644086436,stable,65541.80508032377,9.0155,0.0,438.45014278314346,48.26057378001235,50,80.00158874026637,36.56164883834121,-0.01231219567034503,-0.04822089197993876,0.10633641704506115,-0.009306993461370108,-0.0684871123896427,-0.09692099911283991,0.05730704330572762,False,False
cell_0072,N,10,72.944637,19.071643,30.924794234553467,0.4189537740168043,0.3418247322747552,0.0771290417420491,gained,18024.722948092687,9.8054,0.0,1845.206000099991,0.0,95,5.615087912668273,20.908762043044092,-0.10376964311128777,-0.044725559388132254,-0.17020547703065397,0.005566255704821425,-0.0684871123896427,0.09377585288021625,-0.23219850092532565,False,False
